Zeit von [CET/CEST],Zeit bis [CET/CEST],Leistung [MW],demand1,time
01.01.2023 00:00:00,01.01.2023 01:00:00,5456.9,6275.466232257325,"(2030, 1)"
01.01.2023 01:00:00,01.01.2023 02:00:00,5280.8,6072.980448717949,"(2030, 2)"
01.01.2023 02:00:00,01.01.2023 03:00:00,5143.0,5914.538307005494,"(2030, 3)"
01.01.2023 03:00:00,01.01.2023 04:00:00,4958.7,5702.618523351648,"(2030, 4)"
01.01.2023 04:00:00,01.01.2023 05:00:00,4905.4,5641.350378891941,"(2030, 5)"
01.01.2023 05:00:00,01.01.2023 06:00:00,5025.8,5779.842589285714,"(2030, 6)"
01.01.2023 06:00:00,01.01.2023 07:00:00,5163.4,5938.1168669871795,"(2030, 7)"
01.01.2023 07:00:00,01.01.2023 08:00:00,5439.5,6255.674061355311,"(2030, 8)"
01.01.2023 08:00:00,01.01.2023 09:00:00,5696.1,6550.808411744505,"(2030, 9)"
01.01.2023 09:00:00,01.01.2023 10:00:00,5847.1,6724.499655448718,"(2030, 10)"
01.01.2023 10:00:00,01.01.2023 11:00:00,5884.5,6767.545475618132,"(2030, 11)"
01.01.2023 11:00:00,01.01.2023 12:00:00,5891.2,6775.284615384615,"(2030, 12)"
01.01.2023 12:00:00,01.01.2023 13:00:00,5767.5,6633.054129464285,"(2030, 13)"
01.01.2023 13:00:00,01.01.2023 14:00:00,5657.8,6506.923349358974,"(2030, 14)"
01.01.2023 14:00:00,01.01.2023 15:00:00,5690.1,6544.103504464286,"(2030, 15)"
01.01.2023 15:00:00,01.01.2023 16:00:00,5902.3,6788.185503663003,"(2030, 16)"
01.01.2023 16:00:00,01.01.2023 17:00:00,6297.0,7242.1626888736255,"(2030, 17)"
01.01.2023 17:00:00,01.01.2023 18:00:00,6690.4,7694.649258241758,"(2030, 18)"
01.01.2023 18:00:00,01.01.2023 19:00:00,6758.4,7772.8949450549435,"(2030, 19)"
01.01.2023 19:00:00,01.01.2023 20:00:00,6556.8,7541.07054945055,"(2030, 20)"
01.01.2023 20:00:00,01.01.2023 21:00:00,6215.5,7148.572055288461,"(2030, 21)"
01.01.2023 21:00:00,01.01.2023 22:00:00,5876.8,6759.059981684981,"(2030, 22)"
01.01.2023 22:00:00,01.01.2023 23:00:00,5856.4,6735.630931776556,"(2030, 23)"
01.01.2023 23:00:00,02.01.2023 00:00:00,5479.2,6301.832637362637,"(2030, 24)"
02.01.2023 00:00:00,02.01.2023 01:00:00,5231.4,6016.8585405219765,"(2030, 25)"
02.01.2023 01:00:00,02.01.2023 02:00:00,4995.0,5744.993303571428,"(2030, 26)"
02.01.2023 02:00:00,02.01.2023 03:00:00,4952.9,5696.600386332417,"(2030, 27)"
02.01.2023 03:00:00,02.01.2023 04:00:00,4921.4,5660.398685897436,"(2030, 28)"
02.01.2023 04:00:00,02.01.2023 05:00:00,5081.2,5844.223376831501,"(2030, 29)"
02.01.2023 05:00:00,02.01.2023 06:00:00,5646.5,6494.444522664834,"(2030, 30)"
02.01.2023 06:00:00,02.01.2023 07:00:00,6478.0,7450.849370421245,"(2030, 31)"
02.01.2023 07:00:00,02.01.2023 08:00:00,7252.5,8341.703296703296,"(2030, 32)"
02.01.2023 08:00:00,02.01.2023 09:00:00,7727.3,8887.854483173076,"(2030, 33)"
02.01.2023 09:00:00,02.01.2023 10:00:00,7975.5,9173.377008928572,"(2030, 34)"
02.01.2023 10:00:00,02.01.2023 11:00:00,7983.7,9182.854298878205,"(2030, 35)"
02.01.2023 11:00:00,02.01.2023 12:00:00,7956.3,9151.384347527473,"(2030, 36)"
02.01.2023 12:00:00,02.01.2023 13:00:00,7781.7,8950.602910370879,"(2030, 37)"
02.01.2023 13:00:00,02.01.2023 14:00:00,7660.4,8811.126066849816,"(2030, 38)"
02.01.2023 14:00:00,02.01.2023 15:00:00,7620.4,8765.160982142857,"(2030, 39)"
02.01.2023 15:00:00,02.01.2023 16:00:00,7728.9,8890.004436813186,"(2030, 40)"
02.01.2023 16:00:00,02.01.2023 17:00:00,7968.5,9165.644897550364,"(2030, 41)"
02.01.2023 17:00:00,02.01.2023 18:00:00,8217.2,9451.75528846154,"(2030, 42)"
02.01.2023 18:00:00,02.01.2023 19:00:00,8077.4,9290.997913232599,"(2030, 43)"
02.01.2023 19:00:00,02.01.2023 20:00:00,7676.8,8830.253260073261,"(2030, 44)"
02.01.2023 20:00:00,02.01.2023 21:00:00,7135.1,8207.202680288461,"(2030, 45)"
02.01.2023 21:00:00,02.01.2023 22:00:00,6632.5,7629.121193910256,"(2030, 46)"
02.01.2023 22:00:00,02.01.2023 23:00:00,6520.2,7499.983945741758,"(2030, 47)"
02.01.2023 23:00:00,03.01.2023 00:00:00,6085.2,6999.651758241757,"(2030, 48)"
03.01.2023 00:00:00,03.01.2023 01:00:00,5788.2,6658.0532932692295,"(2030, 49)"
03.01.2023 01:00:00,03.01.2023 02:00:00,5515.7,6344.633439789377,"(2030, 50)"
03.01.2023 02:00:00,03.01.2023 03:00:00,5390.6,6200.763492445055,"(2030, 51)"
03.01.2023 03:00:00,03.01.2023 04:00:00,5246.9,6035.496577380952,"(2030, 52)"
03.01.2023 04:00:00,03.01.2023 05:00:00,5342.0,6144.920455586081,"(2030, 53)"
03.01.2023 05:00:00,03.01.2023 06:00:00,5921.9,6812.015257554944,"(2030, 54)"
03.01.2023 06:00:00,03.01.2023 07:00:00,6690.9,7696.641224244505,"(2030, 55)"
03.01.2023 07:00:00,03.01.2023 08:00:00,7445.4,8564.596346153845,"(2030, 56)"
03.01.2023 08:00:00,03.01.2023 09:00:00,7887.5,9073.198188530218,"(2030, 57)"
03.01.2023 09:00:00,03.01.2023 10:00:00,8119.0,9339.545180860805,"(2030, 58)"
03.01.2023 10:00:00,03.01.2023 11:00:00,8255.9,9497.072878319595,"(2030, 59)"
03.01.2023 11:00:00,03.01.2023 12:00:00,8422.5,9688.767342032967,"(2030, 60)"
03.01.2023 12:00:00,03.01.2023 13:00:00,8353.2,9609.096353021978,"(2030, 61)"
03.01.2023 13:00:00,03.01.2023 14:00:00,8201.9,9435.09547275641,"(2030, 62)"
03.01.2023 14:00:00,03.01.2023 15:00:00,8060.8,9272.826538461539,"(2030, 63)"
03.01.2023 15:00:00,03.01.2023 16:00:00,8084.3,9299.90628205128,"(2030, 64)"
03.01.2023 16:00:00,03.01.2023 17:00:00,8179.4,9409.352931547617,"(2030, 65)"
03.01.2023 17:00:00,03.01.2023 18:00:00,8303.9,9552.621775412088,"(2030, 66)"
03.01.2023 18:00:00,03.01.2023 19:00:00,8135.7,9359.174802541207,"(2030, 67)"
03.01.2023 19:00:00,03.01.2023 20:00:00,7736.0,8899.410805860805,"(2030, 68)"
03.01.2023 20:00:00,03.01.2023 21:00:00,7191.9,8273.525207760988,"(2030, 69)"
03.01.2023 21:00:00,03.01.2023 22:00:00,6654.7,7655.571145833333,"(2030, 70)"
03.01.2023 22:00:00,03.01.2023 23:00:00,6547.7,7532.515752632784,"(2030, 71)"
03.01.2023 23:00:00,04.01.2023 00:00:00,6067.2,6979.780219780219,"(2030, 72)"
04.01.2023 00:00:00,04.01.2023 01:00:00,5731.4,6593.5046440018305,"(2030, 73)"
04.01.2023 01:00:00,04.01.2023 02:00:00,5529.7,6361.497020375457,"(2030, 74)"
04.01.2023 02:00:00,04.01.2023 03:00:00,5392.6,6203.804817994505,"(2030, 75)"
04.01.2023 03:00:00,04.01.2023 04:00:00,5327.9,6129.402538919414,"(2030, 76)"
04.01.2023 04:00:00,04.01.2023 05:00:00,5468.3,6290.954907852564,"(2030, 77)"
04.01.2023 05:00:00,04.01.2023 06:00:00,6030.2,6937.422053571428,"(2030, 78)"
04.01.2023 06:00:00,04.01.2023 07:00:00,6800.5,7823.649859775641,"(2030, 79)"
04.01.2023 07:00:00,04.01.2023 08:00:00,7521.5,8653.168910256409,"(2030, 80)"
04.01.2023 08:00:00,04.01.2023 09:00:00,8029.7,9237.877560096153,"(2030, 81)"
04.01.2023 09:00:00,04.01.2023 10:00:00,8167.9,9396.91837797619,"(2030, 82)"
04.01.2023 10:00:00,04.01.2023 11:00:00,8071.6,9286.174379578753,"(2030, 83)"
04.01.2023 11:00:00,04.01.2023 12:00:00,8003.6,9207.987884615386,"(2030, 84)"
04.01.2023 12:00:00,04.01.2023 13:00:00,7807.7,8982.653388850731,"(2030, 85)"
04.01.2023 13:00:00,04.01.2023 14:00:00,7724.6,8887.092172619046,"(2030, 86)"
04.01.2023 14:00:00,04.01.2023 15:00:00,7722.7,8884.950437843407,"(2030, 87)"
04.01.2023 15:00:00,04.01.2023 16:00:00,7822.8,9000.160054945054,"(2030, 88)"
04.01.2023 16:00:00,04.01.2023 17:00:00,8011.4,9217.190898580584,"(2030, 89)"
04.01.2023 17:00:00,04.01.2023 18:00:00,8235.5,9475.067187499999,"(2030, 90)"
04.01.2023 18:00:00,04.01.2023 19:00:00,8046.0,9257.090624999999,"(2030, 91)"
04.01.2023 19:00:00,04.01.2023 20:00:00,7647.6,8798.766895604396,"(2030, 92)"
04.01.2023 20:00:00,04.01.2023 21:00:00,7156.4,8233.669210164835,"(2030, 93)"
04.01.2023 21:00:00,04.01.2023 22:00:00,6658.6,7660.972351190476,"(2030, 94)"
04.01.2023 22:00:00,04.01.2023 23:00:00,6527.8,7510.51934180403,"(2030, 95)"
04.01.2023 23:00:00,05.01.2023 00:00:00,6077.0,6991.889010989011,"(2030, 96)"
05.01.2023 00:00:00,05.01.2023 01:00:00,5737.0,6600.73503319597,"(2030, 97)"
05.01.2023 01:00:00,05.01.2023 02:00:00,5501.4,6329.695721153846,"(2030, 98)"
05.01.2023 02:00:00,05.01.2023 03:00:00,5406.8,6220.883605769231,"(2030, 99)"
05.01.2023 03:00:00,05.01.2023 04:00:00,5331.9,6134.736682692307,"(2030, 100)"
05.01.2023 04:00:00,05.01.2023 05:00:00,5440.7,6259.950093292124,"(2030, 101)"
05.01.2023 05:00:00,05.01.2023 06:00:00,5947.4,6842.982039835164,"(2030, 102)"
05.01.2023 06:00:00,05.01.2023 07:00:00,6656.3,7658.668986378205,"(2030, 103)"
05.01.2023 07:00:00,05.01.2023 08:00:00,7383.2,8495.074761904762,"(2030, 104)"
05.01.2023 08:00:00,05.01.2023 09:00:00,7859.2,9042.803076923075,"(2030, 105)"
05.01.2023 09:00:00,05.01.2023 10:00:00,8171.7,9402.412647664834,"(2030, 106)"
05.01.2023 10:00:00,05.01.2023 11:00:00,8262.9,9507.395269574174,"(2030, 107)"
05.01.2023 11:00:00,05.01.2023 12:00:00,8333.5,9588.676201923077,"(2030, 108)"
05.01.2023 12:00:00,05.01.2023 13:00:00,8183.7,9416.360444711538,"(2030, 109)"
05.01.2023 13:00:00,05.01.2023 14:00:00,7977.7,9179.377590430402,"(2030, 110)"
05.01.2023 14:00:00,05.01.2023 15:00:00,7885.4,9073.21961195055,"(2030, 111)"
05.01.2023 15:00:00,05.01.2023 16:00:00,7837.1,9017.688782051282,"(2030, 112)"
05.01.2023 16:00:00,05.01.2023 17:00:00,7952.6,9150.633336767398,"(2030, 113)"
05.01.2023 17:00:00,05.01.2023 18:00:00,8129.7,9354.459405906593,"(2030, 114)"
05.01.2023 18:00:00,05.01.2023 19:00:00,7951.4,9149.34357944139,"(2030, 115)"
05.01.2023 19:00:00,05.01.2023 20:00:00,7548.8,8686.131794871795,"(2030, 116)"
05.01.2023 20:00:00,05.01.2023 21:00:00,7033.5,8093.234933035714,"(2030, 117)"
05.01.2023 21:00:00,05.01.2023 22:00:00,6503.1,7482.956974587912,"(2030, 118)"
05.01.2023 22:00:00,05.01.2023 23:00:00,6435.8,7405.553357371795,"(2030, 119)"
05.01.2023 23:00:00,06.01.2023 00:00:00,5989.1,6891.578392857143,"(2030, 120)"
06.01.2023 00:00:00,06.01.2023 01:00:00,5690.6,6548.130948946886,"(2030, 121)"
06.01.2023 01:00:00,06.01.2023 02:00:00,5418.1,6234.598242902931,"(2030, 122)"
06.01.2023 02:00:00,06.01.2023 03:00:00,5272.0,6066.5114010989,"(2030, 123)"
06.01.2023 03:00:00,06.01.2023 04:00:00,5118.6,5890.0227060439565,"(2030, 124)"
06.01.2023 04:00:00,06.01.2023 05:00:00,5168.9,5947.932988209706,"(2030, 125)"
06.01.2023 05:00:00,06.01.2023 06:00:00,5362.8,6171.087403846153,"(2030, 126)"
06.01.2023 06:00:00,06.01.2023 07:00:00,5590.3,6432.908462110806,"(2030, 127)"
06.01.2023 07:00:00,06.01.2023 08:00:00,5999.1,6903.359945054945,"(2030, 128)"
06.01.2023 08:00:00,06.01.2023 09:00:00,6366.2,7325.83031936813,"(2030, 129)"
06.01.2023 09:00:00,06.01.2023 10:00:00,6663.1,7667.522663690476,"(2030, 130)"
06.01.2023 10:00:00,06.01.2023 11:00:00,6772.9,7793.913124427654,"(2030, 131)"
06.01.2023 11:00:00,06.01.2023 12:00:00,6722.4,7735.838736263736,"(2030, 132)"
06.01.2023 12:00:00,06.01.2023 13:00:00,6474.0,7450.028125,"(2030, 133)"
06.01.2023 13:00:00,06.01.2023 14:00:00,6306.6,7257.426792582417,"(2030, 134)"
06.01.2023 14:00:00,06.01.2023 15:00:00,6195.0,7129.036658653846,"(2030, 135)"
06.01.2023 15:00:00,06.01.2023 16:00:00,6327.4,7281.435173992673,"(2030, 136)"
06.01.2023 16:00:00,06.01.2023 17:00:00,6668.3,7673.773692193223,"(2030, 137)"
06.01.2023 17:00:00,06.01.2023 18:00:00,7070.3,8136.429371565934,"(2030, 138)"
06.01.2023 18:00:00,06.01.2023 19:00:00,7054.8,8118.632506868131,"(2030, 139)"
06.01.2023 19:00:00,06.01.2023 20:00:00,6835.1,7865.841842948718,"(2030, 140)"
06.01.2023 20:00:00,06.01.2023 21:00:00,6499.1,7479.209809409341,"(2030, 141)"
06.01.2023 21:00:00,06.01.2023 22:00:00,6140.9,7067.025887133698,"(2030, 142)"
06.01.2023 22:00:00,06.01.2023 23:00:00,6110.3,7031.845989583334,"(2030, 143)"
06.01.2023 23:00:00,07.01.2023 00:00:00,5736.0,6601.127472527472,"(2030, 144)"
07.01.2023 00:00:00,07.01.2023 01:00:00,5474.7,6300.44844951923,"(2030, 145)"
07.01.2023 01:00:00,07.01.2023 02:00:00,5234.0,6023.473649267399,"(2030, 146)"
07.01.2023 02:00:00,07.01.2023 03:00:00,5167.4,5946.857572115384,"(2030, 147)"
07.01.2023 03:00:00,07.01.2023 04:00:00,5003.3,5758.033143315019,"(2030, 148)"
07.01.2023 04:00:00,07.01.2023 05:00:00,5063.8,5827.6883733974355,"(2030, 149)"
07.01.2023 05:00:00,07.01.2023 06:00:00,5370.2,6180.340405219779,"(2030, 150)"
07.01.2023 06:00:00,07.01.2023 07:00:00,5778.2,6649.923751144688,"(2030, 151)"
07.01.2023 07:00:00,07.01.2023 08:00:00,6286.6,7235.059111721612,"(2030, 152)"
07.01.2023 08:00:00,07.01.2023 09:00:00,6682.8,7691.072039835164,"(2030, 153)"
07.01.2023 09:00:00,07.01.2023 10:00:00,6903.6,7945.224903846154,"(2030, 154)"
07.01.2023 10:00:00,07.01.2023 11:00:00,6850.4,7884.037220695969,"(2030, 155)"
07.01.2023 11:00:00,07.01.2023 12:00:00,6766.8,7787.861785714286,"(2030, 156)"
07.01.2023 12:00:00,07.01.2023 13:00:00,6625.8,7625.623815247252,"(2030, 157)"
07.01.2023 13:00:00,07.01.2023 14:00:00,6515.1,7498.256631181318,"(2030, 158)"
07.01.2023 14:00:00,07.01.2023 15:00:00,6505.4,7487.13009271978,"(2030, 159)"
07.01.2023 15:00:00,07.01.2023 16:00:00,6686.4,7695.483076923076,"(2030, 160)"
07.01.2023 16:00:00,07.01.2023 17:00:00,7022.3,8082.115869391025,"(2030, 161)"
07.01.2023 17:00:00,07.01.2023 18:00:00,7380.0,8493.84271978022,"(2030, 162)"
07.01.2023 18:00:00,07.01.2023 19:00:00,7264.7,8361.18239297161,"(2030, 163)"
07.01.2023 19:00:00,07.01.2023 20:00:00,6937.3,7984.406659798535,"(2030, 164)"
07.01.2023 20:00:00,07.01.2023 21:00:00,6570.5,7562.279970810439,"(2030, 165)"
07.01.2023 21:00:00,07.01.2023 22:00:00,6180.2,7113.10175595238,"(2030, 166)"
07.01.2023 22:00:00,07.01.2023 23:00:00,6207.2,7144.212934981685,"(2030, 167)"
07.01.2023 23:00:00,08.01.2023 00:00:00,5833.8,6714.479423076923,"(2030, 168)"
08.01.2023 00:00:00,08.01.2023 01:00:00,5604.9,6451.056406249999,"(2030, 169)"
08.01.2023 01:00:00,08.01.2023 02:00:00,5306.5,6107.638146749084,"(2030, 170)"
08.01.2023 02:00:00,08.01.2023 03:00:00,5235.9,6026.409421359889,"(2030, 171)"
08.01.2023 03:00:00,08.01.2023 04:00:00,5113.3,5885.328697344323,"(2030, 172)"
08.01.2023 04:00:00,08.01.2023 05:00:00,5160.3,5939.454500343407,"(2030, 173)"
08.01.2023 05:00:00,08.01.2023 06:00:00,5337.8,6143.785803571428,"(2030, 174)"
08.01.2023 06:00:00,08.01.2023 07:00:00,5589.7,6433.753657852564,"(2030, 175)"
08.01.2023 07:00:00,08.01.2023 08:00:00,5995.6,6900.979523809524,"(2030, 176)"
08.01.2023 08:00:00,08.01.2023 09:00:00,6378.5,7341.736735920328,"(2030, 177)"
08.01.2023 09:00:00,08.01.2023 10:00:00,6726.3,7742.0975721153845,"(2030, 178)"
08.01.2023 10:00:00,08.01.2023 11:00:00,6972.4,8025.403198260072,"(2030, 179)"
08.01.2023 11:00:00,08.01.2023 12:00:00,7144.8,8223.880714285715,"(2030, 180)"
08.01.2023 12:00:00,08.01.2023 13:00:00,6998.9,8055.985463026556,"(2030, 181)"
08.01.2023 13:00:00,08.01.2023 14:00:00,6809.5,7838.018229166666,"(2030, 182)"
08.01.2023 14:00:00,08.01.2023 15:00:00,6696.6,7708.10395260989,"(2030, 183)"
08.01.2023 15:00:00,08.01.2023 16:00:00,6722.9,7738.414977106226,"(2030, 184)"
08.01.2023 16:00:00,08.01.2023 17:00:00,6917.4,7962.33439903846,"(2030, 185)"
08.01.2023 17:00:00,08.01.2023 18:00:00,7175.9,8259.924179258242,"(2030, 186)"
08.01.2023 18:00:00,08.01.2023 19:00:00,7206.8,8295.533321886447,"(2030, 187)"
08.01.2023 19:00:00,08.01.2023 20:00:00,6999.6,8057.071620879122,"(2030, 188)"
08.01.2023 20:00:00,08.01.2023 21:00:00,6672.3,7680.362632211538,"(2030, 189)"
08.01.2023 21:00:00,08.01.2023 22:00:00,6311.9,7265.548902243589,"(2030, 190)"
08.01.2023 22:00:00,08.01.2023 23:00:00,6373.4,7336.377258470696,"(2030, 191)"
08.01.2023 23:00:00,09.01.2023 00:00:00,5982.8,6886.794505494505,"(2030, 192)"
09.01.2023 00:00:00,09.01.2023 01:00:00,5765.7,6636.923933722526,"(2030, 193)"
09.01.2023 01:00:00,09.01.2023 02:00:00,5481.0,6309.235817307692,"(2030, 194)"
09.01.2023 02:00:00,09.01.2023 03:00:00,5397.0,6212.573437499999,"(2030, 195)"
09.01.2023 03:00:00,09.01.2023 04:00:00,5371.9,6183.7111698717945,"(2030, 196)"
09.01.2023 04:00:00,09.01.2023 05:00:00,5573.8,6416.154561584249,"(2030, 197)"
09.01.2023 05:00:00,09.01.2023 06:00:00,6287.1,7237.289804258241,"(2030, 198)"
09.01.2023 06:00:00,09.01.2023 07:00:00,7496.7,8629.743480425825,"(2030, 199)"
09.01.2023 07:00:00,09.01.2023 08:00:00,8463.2,9742.367728937728,"(2030, 200)"
09.01.2023 08:00:00,09.01.2023 09:00:00,8961.8,10316.379763049448,"(2030, 201)"
09.01.2023 09:00:00,09.01.2023 10:00:00,9120.5,10499.119534111722,"(2030, 202)"
09.01.2023 10:00:00,09.01.2023 11:00:00,9244.6,10642.030921474357,"(2030, 203)"
09.01.2023 11:00:00,09.01.2023 12:00:00,9323.8,10733.256304945055,"(2030, 204)"
09.01.2023 12:00:00,09.01.2023 13:00:00,9162.9,10548.085884271977,"(2030, 205)"
09.01.2023 13:00:00,09.01.2023 14:00:00,9186.9,10575.766624313184,"(2030, 206)"
09.01.2023 14:00:00,09.01.2023 15:00:00,9075.8,10447.922578983516,"(2030, 207)"
09.01.2023 15:00:00,09.01.2023 16:00:00,9016.3,10379.47869047619,"(2030, 208)"
09.01.2023 16:00:00,09.01.2023 17:00:00,9051.2,10419.70704212454,"(2030, 209)"
09.01.2023 17:00:00,09.01.2023 18:00:00,9080.8,10453.834423076922,"(2030, 210)"
09.01.2023 18:00:00,09.01.2023 19:00:00,8921.4,10270.383897664833,"(2030, 211)"
09.01.2023 19:00:00,09.01.2023 20:00:00,8526.0,9815.245192307693,"(2030, 212)"
09.01.2023 20:00:00,09.01.2023 21:00:00,7999.6,9209.292259615384,"(2030, 213)"
09.01.2023 21:00:00,09.01.2023 22:00:00,7448.1,8574.43755837912,"(2030, 214)"
09.01.2023 22:00:00,09.01.2023 23:00:00,7285.3,8387.059855196887,"(2030, 215)"
09.01.2023 23:00:00,10.01.2023 00:00:00,6804.4,7833.472032967032,"(2030, 216)"
10.01.2023 00:00:00,10.01.2023 01:00:00,6531.6,7519.452163461538,"(2030, 217)"
10.01.2023 01:00:00,10.01.2023 02:00:00,6261.5,7208.537540064102,"(2030, 218)"
10.01.2023 02:00:00,10.01.2023 03:00:00,6171.1,7104.500066964285,"(2030, 219)"
10.01.2023 03:00:00,10.01.2023 04:00:00,6075.8,6994.820389194139,"(2030, 220)"
10.01.2023 04:00:00,10.01.2023 05:00:00,6286.8,7237.772053571428,"(2030, 221)"
10.01.2023 05:00:00,10.01.2023 06:00:00,6945.4,7996.03485576923,"(2030, 222)"
10.01.2023 06:00:00,10.01.2023 07:00:00,8022.4,9235.999212454211,"(2030, 223)"
10.01.2023 07:00:00,10.01.2023 08:00:00,8876.1,10218.894615384615,"(2030, 224)"
10.01.2023 08:00:00,10.01.2023 09:00:00,9281.6,10685.792609890108,"(2030, 225)"
10.01.2023 09:00:00,10.01.2023 10:00:00,9370.2,10787.850336538462,"(2030, 226)"
10.01.2023 10:00:00,10.01.2023 11:00:00,9442.6,10871.258029990842,"(2030, 227)"
10.01.2023 11:00:00,10.01.2023 12:00:00,9344.1,10757.908537087913,"(2030, 228)"
10.01.2023 12:00:00,10.01.2023 13:00:00,9115.5,10494.772398695055,"(2030, 229)"
10.01.2023 13:00:00,10.01.2023 14:00:00,9020.8,10385.794908424907,"(2030, 230)"
10.01.2023 14:00:00,10.01.2023 15:00:00,8932.2,10283.839399038463,"(2030, 231)"
10.01.2023 15:00:00,10.01.2023 16:00:00,9000.7,10362.756478937728,"(2030, 232)"
10.01.2023 16:00:00,10.01.2023 17:00:00,9188.4,10578.913303571426,"(2030, 233)"
10.01.2023 17:00:00,10.01.2023 18:00:00,9393.6,10815.220714285715,"(2030, 234)"
10.01.2023 18:00:00,10.01.2023 19:00:00,9255.6,10656.388866758241,"(2030, 235)"
10.01.2023 19:00:00,10.01.2023 20:00:00,8882.3,10226.642612179487,"(2030, 236)"
10.01.2023 20:00:00,10.01.2023 21:00:00,8345.3,9608.415032623625,"(2030, 237)"
10.01.2023 21:00:00,10.01.2023 22:00:00,7860.5,9050.282411858972,"(2030, 238)"
10.01.2023 22:00:00,10.01.2023 23:00:00,7776.1,8953.151949977106,"(2030, 239)"
10.01.2023 23:00:00,11.01.2023 00:00:00,7282.2,8384.53302197802,"(2030, 240)"
11.01.2023 00:00:00,11.01.2023 01:00:00,6989.8,8047.911379349815,"(2030, 241)"
11.01.2023 01:00:00,11.01.2023 02:00:00,6726.2,7744.446279761904,"(2030, 242)"
11.01.2023 02:00:00,11.01.2023 03:00:00,6668.8,7678.394945054944,"(2030, 243)"
11.01.2023 03:00:00,11.01.2023 04:00:00,6498.7,7482.580565476191,"(2030, 244)"
11.01.2023 04:00:00,11.01.2023 05:00:00,6597.9,7596.836862980768,"(2030, 245)"
11.01.2023 05:00:00,11.01.2023 06:00:00,7165.3,8250.183506181318,"(2030, 246)"
11.01.2023 06:00:00,11.01.2023 07:00:00,8224.2,9469.456473214286,"(2030, 247)"
11.01.2023 07:00:00,11.01.2023 08:00:00,9099.0,10476.765247252746,"(2030, 248)"
11.01.2023 08:00:00,11.01.2023 09:00:00,9380.7,10801.173786057692,"(2030, 249)"
11.01.2023 09:00:00,11.01.2023 10:00:00,9253.3,10654.535184294871,"(2030, 250)"
11.01.2023 10:00:00,11.01.2023 11:00:00,9154.7,10541.056497825091,"(2030, 251)"
11.01.2023 11:00:00,11.01.2023 12:00:00,9073.5,10447.611778846154,"(2030, 252)"
11.01.2023 12:00:00,11.01.2023 13:00:00,8971.9,10330.67659054487,"(2030, 253)"
11.01.2023 13:00:00,11.01.2023 14:00:00,8958.3,10315.068169642855,"(2030, 254)"
11.01.2023 14:00:00,11.01.2023 15:00:00,8842.2,10181.434996565935,"(2030, 255)"
11.01.2023 15:00:00,11.01.2023 16:00:00,8854.6,10195.763772893772,"(2030, 256)"
11.01.2023 16:00:00,11.01.2023 17:00:00,9019.2,10385.346565934065,"(2030, 257)"
11.01.2023 17:00:00,11.01.2023 18:00:00,9122.7,10504.576019917582,"(2030, 258)"
11.01.2023 18:00:00,11.01.2023 19:00:00,8969.9,10328.68172676282,"(2030, 259)"
11.01.2023 19:00:00,11.01.2023 20:00:00,8599.8,9902.56732142857,"(2030, 260)"
11.01.2023 20:00:00,11.01.2023 21:00:00,7999.3,9211.144503777472,"(2030, 261)"
11.01.2023 21:00:00,11.01.2023 22:00:00,7425.1,8549.999250228937,"(2030, 262)"
11.01.2023 22:00:00,11.01.2023 23:00:00,7260.0,8359.928228021978,"(2030, 263)"
11.01.2023 23:00:00,12.01.2023 00:00:00,6787.3,7815.650535714285,"(2030, 264)"
12.01.2023 00:00:00,12.01.2023 01:00:00,6414.0,7385.828193681317,"(2030, 265)"
12.01.2023 01:00:00,12.01.2023 02:00:00,6154.9,7087.5054407051275,"(2030, 266)"
12.01.2023 02:00:00,12.01.2023 03:00:00,6038.9,6953.963401442306,"(2030, 267)"
12.01.2023 03:00:00,12.01.2023 04:00:00,5985.1,6892.0454418498175,"(2030, 268)"
12.01.2023 04:00:00,12.01.2023 05:00:00,6172.4,7107.76306547619,"(2030, 269)"
12.01.2023 05:00:00,12.01.2023 06:00:00,6840.0,7876.570054945054,"(2030, 270)"
12.01.2023 06:00:00,12.01.2023 07:00:00,7915.8,9115.447826236265,"(2030, 271)"
12.01.2023 07:00:00,12.01.2023 08:00:00,8847.5,10188.39858058608,"(2030, 272)"
12.01.2023 08:00:00,12.01.2023 09:00:00,9157.9,10545.894218749998,"(2030, 273)"
12.01.2023 09:00:00,12.01.2023 10:00:00,8952.7,10309.644834020148,"(2030, 274)"
12.01.2023 10:00:00,12.01.2023 11:00:00,8811.5,10147.093832989925,"(2030, 275)"
12.01.2023 11:00:00,12.01.2023 12:00:00,8762.6,10090.83201923077,"(2030, 276)"
12.01.2023 12:00:00,12.01.2023 13:00:00,8681.7,9997.718913118131,"(2030, 277)"
12.01.2023 13:00:00,12.01.2023 14:00:00,8654.3,9966.215005723441,"(2030, 278)"
12.01.2023 14:00:00,12.01.2023 15:00:00,8618.8,9925.382850274724,"(2030, 279)"
12.01.2023 15:00:00,12.01.2023 16:00:00,8591.6,9894.10858974359,"(2030, 280)"
12.01.2023 16:00:00,12.01.2023 17:00:00,8790.5,10123.212651671243,"(2030, 281)"
12.01.2023 17:00:00,12.01.2023 18:00:00,9025.5,10393.892256181318,"(2030, 282)"
12.01.2023 18:00:00,12.01.2023 19:00:00,8906.7,10257.131488667583,"(2030, 283)"
12.01.2023 19:00:00,12.01.2023 20:00:00,8534.8,9828.892957875458,"(2030, 284)"
